,STATE,COUNTY,County_Population,countyFIPS,County_Area in m2 - Total area,County_Area in m2 - Water area,County_Area in m2 - Land area,County_Population_Density_m2
927,Kansas,Harvey County,34555,20079,1400466200.4662006,2512302.5123025123,1397953897.953898,2.4718268642890227e-05
928,Kansas,Haskell County,4047,20081,1496684796.6847968,906500.9065009065,1495778295.7782958,2.705614870480676e-06
929,Kansas,Hodgeman County,1842,20083,2228205128.205128,828800.8288008288,2227376327.3763275,8.269819416504843e-07
930,Kansas,Jackson County,13318,20085,1704273504.2735043,4662004.662004662,1699611499.6114998,7.835908384383285e-06
931,Kansas,Jefferson County,18888,20087,1441802641.8026416,62419062.41906242,1379357679.3576796,1.3693330078675102e-05
932,Kansas,Jewell County,2916,20089,2368194768.1947684,11862211.862211863,2356332556.3325562,1.2375163226274485e-06
933,Kansas,Johnson County,585502,20091,1242942242.9422429,16886816.886816885,1226029526.029526,0.0004775594613093352
934,Kansas,Kearny County,3932,20093,2255840455.840456,1139601.1396011396,2254700854.700855,1.7439120545868082e-06
935,Kansas,Kingman County,7470,20095,2244651644.6516447,8547008.547008546,2236104636.104636,3.340630791326909e-06
936,Kansas,Kiowa County,2526,20097,1872235172.2351723,595700.5957005958,1871639471.6394715,1.349618897376287e-06
937,Kansas,Labette County,20367,20099,1691582491.5824916,20253820.253820255,1671302771.3027713,1.218630181778735e-05
938,Kansas,Lane County,1642,20101,1858767158.7671587,543900.5439005439,1858223258.2232583,8.836397847963649e-07
939,Kansas,Leavenworth County,80042,20103,1214633514.6335146,15902615.902615901,1198730898.7308986,6.677228399196249e-05
940,Kansas,Lincoln County,3097,20105,1865993265.993266,2745402.7454027454,1863247863.2478633,1.6621513761467889e-06
941,Kansas,Linn County,9635,20107,1570577570.5775704,31960631.96063196,1538616938.6169386,6.262117462882537e-06
942,Kansas,Logan County,2810,20109,2779331779.331779,284900.2849002849,2779046879.0468793,1.0111380348372305e-06
943,Kansas,Lyon County,33299,20111,2215540015.540015,20564620.564620566,2194949494.949495,1.5170736309249886e-05
944,Kansas,McPherson County,28630,20113,2332556332.5563326,6034706.034706035,2326521626.5216265,1.2305924721965557e-05
945,Kansas,Marion County,12032,20115,2470163170.1631703,24449624.44962445,2445713545.713546,4.919627656757988e-06
946,Kansas,Marshall County,9798,20117,2344237244.237244,12742812.742812743,2331468531.468531,4.2025014997000605e-06
947,Kansas,Meade County,4261,20119,2536519036.519037,3263403.2634032634,2533255633.2556334,1.6820252737478145e-06
948,Kansas,Miami County,33127,20121,1528774928.7749288,37788137.788137786,1490960890.960891,2.2218557308133273e-05
949,Kansas,Mitchell County,6222,20123,1862626262.6262627,44988344.98834499,1817637917.6379175,3.423124011456419e-06
950,Kansas,Montgomery County,32970,20125,1687334887.3348875,20590520.59052059,1666744366.7443666,1.9781077805230526e-05
951,Kansas,Morris County,5566,20127,1820486920.4869204,19709919.70991971,1800777000.7770007,3.090887987573352e-06
952,Kansas,Morton County,2838,20129,1890520590.5205903,518000.51800051803,1890002590.0025902,1.5015852438573169e-06
953,Kansas,Nemaha County,10104,20131,1863351463.3514636,5205905.205905206,1858145558.145558,5.43767949486361e-06
954,Kansas,Neosho County,16125,20133,1496477596.4775963,16368816.36881637,1480108780.1087801,1.0894469525959368e-05
955,Kansas,Ness County,2955,20135,2784278684.278684,673400.6734006734,2783605283.6052837,1.0615729239357989e-06
956,Kansas,Norton County,5486,20137,2282569282.5692825,8184408.184408185,2274358974.3589745,2.4121082299887257e-06
957,Kansas,Osage County,15882,20139,1864413364.4133644,37114737.114737116,1827298627.2986274,8.691518596212723e-06
958,Kansas,Osborne County,3603,20141,2316394716.3947163,4817404.817404818,2311577311.5773115,1.5586759663865546e-06
959,Kansas,Ottawa County,5902,20143,1868272468.2724683,1554001.554001554,1866692566.6925669,3.161741845073744e-06
960,Kansas,Pawnee County,6709,20145,1954545454.5454545,984200.9842009842,1953535353.5353534,3.4342864529472597e-06
961,Kansas,Phillips County,5408,20147,2316912716.912717,22481222.48122248,2294431494.431494,2.357010881835012e-06
962,Kansas,Pottawatomie County,23545,20149,2232349132.349132,54105154.105154105,2178243978.243978,1.0809165655989158e-05
963,Kansas,Pratt County,9582,20151,1905516705.5167055,1761201.7612017614,1903755503.7555037,5.033209349151067e-06
964,Kansas,Rawlins County,2509,20153,2770214970.21497,414400.4144004144,2769800569.80057,9.058413906603579e-07
965,Kansas,Reno County,63101,20155,3294768194.7681947,43408443.40844341,3251359751.359751,1.9407572469829132e-05
966,Kansas,Republic County,4686,20157,1865967365.9673662,7977207.977207977,1857990157.990158,2.5220800981362478e-06
967,Kansas,Rice County,9762,20159,1885418285.4182856,4480704.480704481,1880963480.963481,5.189893423661599e-06
968,Kansas,Riley County,75296,20161,1610878010.878011,31546231.546231546,1579305879.3058794,4.767664135657707e-05
969,Kansas,Rooks County,5118,20163,2318440818.4408183,11965811.965811966,2306475006.4750066,2.2189705007130586e-06
970,Kansas,Rush County,3102,20165,1859544159.5441597,543900.5439005439,1859000259.000259,1.6686388207757469e-06
971,Kansas,Russell County,6977,20167,2329551929.55193,34136234.136234134,2295415695.415695,3.0395365919707537e-06
972,Kansas,Saline County,54977,20169,1868194768.194768,2797202.7972027976,1865371665.3716655,2.9472410791147147e-05
973,Kansas,Scott County,4949,20171,1858741258.7412586,310800.3108003108,1858430458.4304583,2.6629998327619366e-06
974,Kansas,Sedgwick County,512064,20173,2613623413.6234136,30069930.06993007,2583553483.5534835,0.00019820143196559432
975,Kansas,Seward County,22692,20175,1658870758.870759,2564102.564102564,1656306656.3066564,1.3700361532447223e-05
976,Kansas,Shawnee County,178284,20177,1439342139.3421395,30328930.328930333,1409013209.0132089,0.00012653110620933054
977,Kansas,Sheridan County,2506,20179,2321186221.186221,647500.6475006475,2320538720.5387206,1.0799216482878699e-06
978,Kansas,Sherman County,5966,20181,2735767935.7679358,543900.5439005439,2735224035.2240353,2.1811741645913623e-06
979,Kansas,Smith County,3663,20183,2323128723.128723,3885003.8850038853,2319243719.2437196,1.5793941661269066e-06
980,Kansas,Stafford County,4214,20185,2058844858.8448586,7433307.4333074335,2051411551.4115512,2.0541953159522757e-06
981,Kansas,Stanton County,2063,20187,1762263662.263662,181300.1813001813,1762108262.1082623,1.170756669361358e-06
982,Kansas,Stevens County,5686,20189,1884149184.1491842,466200.4662004662,1883682983.6829836,3.0185546343274347e-06
983,Kansas,Sumner County,23208,20191,3069023569.023569,7795907.795907795,3061227661.2276616,7.581272145794202e-06
984,Kansas,Thomas County,7824,20193,2783734783.7347836,284900.2849002849,2783449883.4498835,2.810900259609748e-06
985,Kansas,Trego County,2858,20195,2330044030.04403,26288526.28852629,2303755503.7555037,1.2405830372802087e-06
986,Kansas,Wabaunsee County,6888,20197,2071017871.0178711,13778813.77881378,2057239057.239057,3.348176759410802e-06
987,Kansas,Wallace County,1575,20199,2366511266.5112667,129500.12950012951,2366355866.3558664,6.65580364472172e-07
988,Kansas,Washington County,5525,20201,2327557627.5576277,10152810.152810153,2317430717.4307175,2.3841057937323975e-06
989,Kansas,Wichita County,2143,20203,1861149961.1499612,51800.0518000518,1861098161.0981612,1.151470698748904e-06
990,Kansas,Wilson County,8780,20205,1489432789.4327896,12069412.06941207,1477389277.3892772,5.9429157462922065e-06
991,Kansas,Woodson County,3170,20207,1308598808.5988085,19243719.243719243,1289355089.3550894,2.45859346751838e-06
992,Kansas,Wyandotte County,164345,20209,404532504.53250456,11888111.888111887,392644392.6443926,0.0004185593964379948
993,Kentucky,Adair County,19241,21001,1068117068.117068,18440818.44081844,1049676249.6762496,1.8330413787998422e-05
994,Kentucky,Allen County,20794,21003,911318311.3183113,19502719.502719503,891841491.8414918,2.3315802404600104e-05
995,Kentucky,Anderson County,22214,21005,529059829.0598291,6319606.319606319,522740222.74022275,4.249529505028985e-05
996,Kentucky,Ballard County,8090,21007,708857808.8578088,70007770.00777002,638850038.8500389,1.2663378739965944e-05
997,Kentucky,Barren County,43680,21009,1295001295.001295,32271432.271432273,1262729862.7298627,3.4591721704885755e-05
998,Kentucky,Bath County,12268,21011,735560735.5607356,13493913.493913494,722066822.0668222,1.6990117292585815e-05
999,Kentucky,Bell County,27188,21013,935301735.3017353,5490805.490805491,929810929.8109298,2.924035320334262e-05
1000,Kentucky,Boone County,129095,21015,664232064.2320641,26184926.184926182,638073038.0730381,0.00020232009863614222
1001,Kentucky,Bourbon County,20144,21017,755218855.2188551,4843304.843304844,750375550.3755505,2.6845224354549215e-05
1002,Kentucky,Boyd County,48091,21019,419632219.6322197,5594405.594405595,414037814.0378141,0.00011615122669836106
1003,Kentucky,Boyle County,29913,21021,473089873.0898731,6449106.449106449,466640766.6407666,6.410284342565355e-05
1004,Kentucky,Bracken County,8306,21023,541181041.1810411,8624708.624708625,532530432.5304326,1.559723067944166e-05
1005,Kentucky,Breathitt County,13116,21025,1282750582.7505827,7381507.381507382,1275343175.3431754,1.028429073333198e-05
1006,Kentucky,Breckinridge County,20080,21027,1516757316.7573168,47785547.785547785,1468971768.9717689,1.3669425392739391e-05
1007,Kentucky,Bullitt County,79466,21029,777674177.6741776,8391608.391608393,769282569.2825693,0.00010329884384889907
1008,Kentucky,Butler County,12745,21031,1117508417.5084176,13960113.96011396,1103574203.5742035,1.1548838273604169e-05
1009,Kentucky,Caldwell County,12727,21033,901709401.7094016,8702408.702408703,893006993.006993,1.4251848081440875e-05
1010,Kentucky,Calloway County,38776,21035,1063714063.7140636,66485366.48536649,997202797.2027972,3.888476858345021e-05
1011,Kentucky,Campbell County,92267,21037,412898212.89821285,21004921.004921004,391893291.8932919,0.0002354390899477893
1012,Kentucky,Carlisle County,4841,21039,515358715.35871536,24734524.734524738,490624190.6241906,9.867022646888033e-06
1013,Kentucky,Carroll County,10711,21041,355633255.63325566,22662522.662522662,332996632.996633,3.2165490394337715e-05
1014,Kentucky,Carter County,27290,21043,1067391867.3918674,6811706.811706811,1060606060.6060606,2.573057142857143e-05
1015,Kentucky,Casey County,15796,21045,1154467754.4677546,3910903.910903911,1150556850.5568507,1.3729004344596267e-05
1016,Kentucky,Christian County,72263,21047,1875265475.2654753,16938616.93861694,1858326858.3268583,3.888605477351916e-05
1017,Kentucky,Clark County,35872,21049,660865060.8650608,6967106.967106967,653872053.8720539,5.486088568486097e-05
1018,Kentucky,Clay County,20621,21051,1220124320.12432,4765604.765604766,1215358715.3587153,1.6967007139051678e-05
1019,Kentucky,Clinton County,10211,21053,532038332.038332,21160321.16032116,510878010.87801087,1.9987158935361217e-05
1020,Kentucky,Crittenden County,9083,21055,961253561.2535613,28982128.98212898,932271432.2714323,9.742870676482845e-06
1021,Kentucky,Cumberland County,6713,21057,805257705.2577053,14840714.840714842,790416990.4169904,8.492985451209122e-06
1022,Kentucky,Daviess County,99937,21059,1234317534.3175342,47215747.215747215,1187127687.1276872,8.418386756845205e-05
1023,Kentucky,Edmonson County,12122,21061,797720797.7207978,13260813.26081326,784459984.4599844,1.5452668383518227e-05
1024,Kentucky,Elliott County,7517,21063,609479409.4794095,2615902.615902616,606889406.8894069,1.2386111727552065e-05
1025,Kentucky,Estill County,14313,21065,662030562.030562,6552706.552706553,655477855.4778556,2.1835977951635844e-05
1026,Kentucky,Fayette County,318734,21067,739575239.5752397,4921004.921004921,734654234.6542346,0.00043385579904812267
1027,Kentucky,Fleming County,14479,21069,909919709.9197099,7174307.174307174,902719502.7195028,1.6039312274057497e-05
1028,Kentucky,Floyd County,36926,21071,1024889924.8899249,6112406.112406112,1018751618.7516187,3.624632277419027e-05
1029,Kentucky,Franklin County,50296,21073,549106449.1064491,11033411.033411033,538073038.0730381,9.34742989169675e-05
1030,Kentucky,Fulton County,6210,21075,597306397.3063973,65034965.03496503,532245532.2455323,1.1667547445255474e-05
1031,Kentucky,Gallatin County,8703,21077,271225071.22507125,9013209.013209013,262185962.1859622,3.319399683888175e-05
1032,Kentucky,Garrard County,17328,21079,605931105.9311059,10023310.023310024,595907795.9077959,2.9078324061196106e-05
1033,Kentucky,Grant County,24915,21081,675394975.3949753,7252007.252007252,668117068.117068,3.7291368816870835e-05
1034,Kentucky,Graves County,37294,21083,1442087542.087542,13079513.079513079,1429008029.008029,2.6097823975060716e-05
1035,Kentucky,Grayson County,26178,21085,1323569023.5690236,37114737.114737116,1286454286.4542863,2.034895470102678e-05
1036,Kentucky,Green County,11023,21087,747966847.966848,7148407.148407148,740818440.8184408,1.4879489214418068e-05
1037,Kentucky,Greenup County,35765,21089,918026418.026418,26029526.029526033,891996891.996892,4.009543118466899e-05
1038,Kentucky,Hancock County,8719,21091,515125615.1256151,29085729.08572909,486013986.01398605,1.7939812949640286e-05
1039,Kentucky,Hardin County,108095,21093,1632064232.064232,17767417.76741777,1614296814.2968142,6.696104399306892e-05
1040,Kentucky,Harlan County,27134,21095,1212509712.5097125,6008806.008806009,1206500906.5009065,2.248982976622373e-05
1041,Kentucky,Harrison County,18668,21097,802538202.5382025,9065009.065009065,793473193.4731935,2.3526944770857814e-05
1042,Kentucky,Hart County,18627,21099,1082232582.2325823,14918414.918414919,1067314167.3141673,1.7452218447426535e-05
1043,Kentucky,Henderson County,46137,21101,1207666407.6664076,76689976.68997669,1130976430.9764311,4.0793953557606425e-05
1044,Kentucky,Henry County,15814,21103,754001554.001554,12561512.561512562,741465941.4659414,2.132801942154534e-05
1045,Kentucky,Hickman County,4568,21105,655374255.3742554,27894327.894327894,627479927.4799275,7.2799141453749945e-06
1046,Kentucky,Hopkins County,45664,21107,1435949235.949236,32167832.16783217,1403781403.7814038,3.252928118081181e-05
1047,Kentucky,Jackson County,13373,21109,897461797.4617975,3392903.392903393,894068894.068894,1.495746031286211e-05
1048,Kentucky,Jefferson County,767154,21111,1029992229.99223,44729344.729344726,985288785.2887853,0.0007786082734871984
1049,Kentucky,Jessamine County,52422,21113,451955451.95545197,6164206.164206164,445791245.7912458,0.00011759315709969787
1050,Kentucky,Johnson County,22843,21115,684123284.1232841,5646205.646205647,678451178.4511784,3.366933498759305e-05
1051,Kentucky,Kenton County,164688,21117,425666925.66692567,10619010.619010618,415047915.04791504,0.0003967927413416537
1052,Kentucky,Knott County,15513,21119,913882413.882414,3444703.444703445,910437710.4377104,1.7039056952662723e-05
1053,Kentucky,Knox County,31467,21121,1004273504.2735043,3755503.7555037555,1000518000.5180006,3.145070851669686e-05
1054,Kentucky,Larue County,14156,21123,682802382.8023828,5464905.464905465,677337477.3374773,2.0899478433771795e-05
1055,Kentucky,Laurel County,60180,21125,1149158249.1582491,25226625.226625226,1123931623.931624,5.3544182509505705e-05
1056,Kentucky,Lawrence County,15783,21127,1087982387.982388,11577311.577311577,1076405076.4050765,1.466269562078922e-05
1057,Kentucky,Lee County,6751,21129,547163947.1639471,6216006.216006216,540947940.947941,1.2479943981614478e-05
1058,Kentucky,Leslie County,10472,21131,1047526547.5265476,9324009.324009323,1038176638.1766381,1.0086915477497256e-05
1059,Kentucky,Letcher County,22676,21133,878088578.088578,2900802.900802901,875187775.1877753,2.5909868308129383e-05
1060,Kentucky,Lewis County,13490,21135,1283035483.0354831,32504532.504532505,1250556850.5568504,1.0787194515781627e-05
1061,Kentucky,Lincoln County,24458,21137,871743071.7430717,6423206.423206423,865293965.2939652,2.8265538627315995e-05
1062,Kentucky,Livingston County,9263,21139,886635586.6355866,75653975.65397565,811007511.007511,1.1421595822821192e-05
1063,Kentucky,Logan County,26849,21141,1442709142.7091427,12691012.691012692,1430018130.01813,1.8775286436165394e-05
1064,Kentucky,Lyon County,8186,21143,664413364.4133643,110567210.56721056,553846153.8461539,1.4780277777777777e-05
1065,Kentucky,McCracken County,65284,21145,694560994.5609946,50323750.323750325,644237244.2372442,0.00010133533971214923
1066,Kentucky,McCreary County,17635,21147,1116161616.161616,10722610.722610721,1105413105.4131055,1.5953311855670104e-05
1067,Kentucky,McLean County,9331,21149,663636363.6363637,9738409.738409737,653897953.8979539,1.4269810670574723e-05
1068,Kentucky,Madison County,89700,21151,1148044548.044548,15436415.436415436,1132582232.5822327,7.919954721123281e-05
1069,Kentucky,Magoffin County,12666,21153,800725200.7252008,1838901.8389018388,798860398.8603989,1.585508559201141e-05
1070,Kentucky,Marion County,19232,21155,898368298.3682984,9971509.971509973,888396788.3967884,2.1647984606862775e-05
1071,Kentucky,Marshall County,31166,21157,881041181.0411811,100802900.8029008,780238280.2382803,3.994420780082987e-05
1072,Kentucky,Martin County,11919,21159,597254597.2545972,2564102.564102564,594664594.6645947,2.0043231271777006e-05
1073,Kentucky,Mason County,17153,21161,638202538.2025383,16291116.291116292,621937321.9373219,2.7579949610627577e-05
1074,Kentucky,Meade County,28326,21163,840455840.4558405,49417249.41724941,791038591.0385911,3.580861960578875e-05
1075,Kentucky,Menifee County,6405,21165,533359233.3592334,6086506.086506086,527272727.2727273,1.2147413793103448e-05
1076,Kentucky,Mercer County,21516,21167,656073556.0735561,11680911.68091168,644392644.3926444,3.338958038585209e-05
1077,Kentucky,Metcalfe County,10004,21169,754182854.1828542,3988603.9886039887,750194250.1942501,1.3335212843086485e-05
1078,Kentucky,Monroe County,10634,21171,860036260.03626,6941206.941206941,853069153.0691531,1.2465577921486474e-05
1079,Kentucky,Montgomery County,27759,21173,515047915.0479151,3859103.859103859,511188811.1888112,5.43028317373461e-05
1080,Kentucky,Morgan County,13285,21175,994017094.0170941,6889406.88940689,987127687.1276871,1.345823865872537e-05
1081,Kentucky,Muhlenberg County,31081,21177,1241647241.6472416,31908831.90883191,1209738409.7384098,2.5692331292283978e-05
1082,Kentucky,Nelson County,45388,21179,1098368298.3682983,16990416.99041699,1081351981.3519814,4.197338219443846e-05
1083,Kentucky,Nicholas County,7100,21181,509790209.79020983,4299404.299404299,505490805.49080545,1.4045754982835478e-05
1084,Kentucky,Ohio County,24071,21183,1544237244.2372444,23180523.18052318,1521030821.030821,1.5825451836463635e-05
1085,Kentucky,Oldham County,65374,21185,508754208.7542088,23879823.879823882,484900284.9002849,0.0001348194712103408
1086,Kentucky,Owen County,10741,21187,917508417.5084175,8132608.132608133,909349909.3499094,1.1811734833380803e-05
1087,Kentucky,Owsley County,4463,21189,513571613.57161355,2279202.279202279,511292411.29241127,8.728860240109418e-06
1088,Kentucky,Pendleton County,14520,21191,730173530.1735302,12328412.328412328,717845117.8451179,2.0227204502814258e-05
1089,Kentucky,Perry County,26917,21193,887360787.3607874,7614607.614607614,879746179.7461798,3.0596324962463564e-05
1090,Kentucky,Pike County,60483,21195,2042657342.6573427,4765604.765604766,2037891737.891738,2.9679201733538374e-05
1091,Kentucky,Powell County,12321,21197,466511266.5112665,2952602.9526029523,463558663.55866355,2.6579160241367753e-05
1092,Kentucky,Pulaski County,64145,21199,1753820253.8202538,48562548.56254856,1705283605.283605,3.761544402424022e-05
1093,Kentucky,Robertson County,2143,21201,259259259.25925925,492100.4921004921,258767158.76715875,8.2815764187769e-06
1094,Kentucky,Rockcastle County,16827,21203,823879823.8798239,4014504.0145040145,819839419.8394198,2.0524751058318066e-05
1095,Kentucky,Rowan County,24499,21205,741440041.4400414,16757316.757316757,724682724.6827247,3.380651858470336e-05
1096,Kentucky,Russell County,17760,21207,732659932.6599326,75679875.67987567,656980056.980057,2.7032784041630527e-05
1097,Kentucky,Scott County,53517,21209,739264439.2644393,9505309.505309505,729785029.7850298,7.333255385598182e-05
1098,Kentucky,Shelby County,46786,21211,998886298.8862989,15643615.643615644,983268583.2685833,4.758211621536192e-05
1099,Kentucky,Simpson County,18063,21213,612457912.4579124,5853405.853405853,606578606.5786066,2.977849829205807e-05
1100,Kentucky,Spencer County,18246,21215,496399896.3998964,12898212.898212899,483501683.50168353,3.7737200557103065e-05
1101,Kentucky,Taylor County,25500,21217,716964516.964517,27169127.16912717,689795389.7953898,3.6967483948484965e-05
1102,Kentucky,Todd County,12350,21219,976586376.5863765,6630406.63040663,969955969.9559699,1.2732536715620828e-05
1103,Kentucky,Trigg County,14344,21221,1246645946.6459465,103341103.34110335,1143304843.3048434,1.2546085223025167e-05
1104,Kentucky,Trimble County,8637,21223,404610204.61020464,11836311.836311838,392773892.7738928,2.198975074183976e-05
1105,Kentucky,Union County,14802,21225,941155141.1551411,53172753.17275318,887982387.982388,1.666924952603179e-05
1106,Kentucky,Warren County,126427,21227,1418181818.181818,15436415.436415436,1402745402.7454028,9.012825830871491e-05
1107,Kentucky,Washington County,12019,21229,780108780.1087801,10178710.17871018,769930069.9300699,1.561050862851953e-05
1108,Kentucky,Wayne County,20609,21231,1253975653.9756541,67314167.3141673,1186661486.6614866,1.7367210642338e-05
1109,Kentucky,Webster County,13155,21233,869360269.3602694,9608909.608909609,859725459.7254597,1.5301396336687355e-05
1110,Kentucky,Whitley County,36089,21235,1152861952.8619528,18881118.881118882,1133980833.980834,3.182505287440331e-05
1111,Kentucky,Wolfe County,7223,21237,576923076.923077,1502201.5022015022,575420875.4208754,1.255255119953189e-05
1112,Kentucky,Woodford County,26097,21239,497384097.3840974,8417508.417508418,488940688.94068897,5.337457198855811e-05
1113,Louisiana,Acadia Parish,62568,22001,1702797202.7972028,6060606.060606061,1696762496.7624967,3.687493100500672e-05
1114,Louisiana,Allen Parish,25661,22003,1983812483.812484,10644910.644910647,1973193473.1934733,1.3004806851742468e-05
1115,Louisiana,Ascension Parish,121176,22005,784226884.2268842,33152033.152033154,751048951.0489511,0.00016134234636871507
1116,Louisiana,Assumption Parish,22714,22007,944133644.1336441,67003367.00336701,877130277.1302772,2.5895811138014526e-05
1117,Louisiana,Avoyelles Parish,40882,22009,2242268842.268842,86272986.27298628,2155995855.995856,1.896200305130762e-05
1118,Louisiana,Beauregard Parish,36769,22011,3019528619.5286193,21989121.98912199,2997513597.5135975,1.2266499818549432e-05
1119,Louisiana,Bienville Parish,13668,22013,2129163429.1634293,27972027.972027972,2101191401.1914012,6.504880989066525e-06
1120,Louisiana,Bossier Parish,126131,22015,2246102046.102046,70344470.34447035,2175757575.7575755,5.797107242339834e-05
1121,Louisiana,Caddo Parish,248361,22017,2426366226.3662267,150945350.94535094,2275420875.4208755,0.00010914947765611127
1122,Louisiana,Calcasieu Parish,200182,22019,2834162134.162134,79279979.27997927,2754882154.882155,7.266445123441701e-05
1123,Louisiana,Caldwell Parish,9996,22021,1400492100.4921005,29267029.26702927,1371199171.199171,7.289969400475993e-06
1124,Louisiana,Cameron Parish,6868,22023,5015980315.980316,1688111888.1118882,3327868427.868428,2.063783514542101e-06
1125,Louisiana,Catahoula Parish,9893,22025,1915099715.099715,81300181.3001813,1833799533.7995338,5.39480996567942e-06
1126,Louisiana,Claiborne Parish,16153,22027,1987619787.6197875,32478632.478632476,1955141155.1411552,8.261807572064433e-06
1127,Louisiana,Concordia Parish,20021,22029,1935508935.5089355,130484330.48433049,1805024605.024605,1.1091815559892097e-05
1128,Louisiana,De Soto Parish,27216,22031,2316990416.990417,49235949.23594924,2267754467.754468,1.2001299253066538e-05
1129,Louisiana,East Baton Rouge Parish,444094,22033,1217922817.922818,38487438.487438485,1179409479.4094794,0.0003765392832202385
1130,Louisiana,East Carroll Parish,7225,22035,1145894845.894846,56280756.28075628,1089614089.6140895,6.630787972426908e-06
1131,Louisiana,East Feliciana Parish,19499,22037,1180471380.4713805,6138306.138306139,1174333074.3330743,1.6604318166780617e-05
1132,Louisiana,Evangeline Parish,33636,22039,1760217560.2175603,44677544.677544676,1715565915.5659156,1.9606358283764607e-05
1133,Louisiana,Franklin Parish,20322,22041,1645791245.791246,28101528.1015281,1617689717.6897178,1.2562359627915912e-05
1134,Louisiana,Grant Parish,22348,22043,1721445221.4452214,56021756.02175602,1665449365.4493654,1.341860068737073e-05
1135,Louisiana,Iberia Parish,72691,22045,2669075369.075369,1182128982.128982,1486946386.946387,4.888609343157234e-05
1136,Louisiana,Iberville Parish,32956,22047,1690909090.909091,88655788.65578865,1602253302.2533023,2.056853304883371e-05
1137,Louisiana,Jackson Parish,15926,22049,1502926702.926703,28723128.723128725,1474177674.177674,1.0803311079096245e-05
1138,Louisiana,Jefferson Parish,435300,22051,1723439523.4395235,957757057.7570578,765682465.6824657,0.0005685124310793898
1139,Louisiana,Jefferson Davis Parish,31467,22053,1705672105.6721056,18725718.725718725,1686946386.946387,1.8653230620422826e-05
1140,Louisiana,Lafayette Parish,240091,22055,697254597.2545972,1269101.269101269,695985495.985496,0.0003449655221047931
1141,Louisiana,Lafourche Parish,98214,22057,3818466718.466718,1051774151.7741517,2766666666.666667,3.549903614457831e-05
1142,Louisiana,LaSalle Parish,14949,22059,1715591815.5918155,97668997.66899768,1617922817.9228177,9.239624927963118e-06
1143,Louisiana,Lincoln Parish,47356,22061,1223698523.6985238,1890701.8907018907,1221807821.8078218,3.875895959638784e-05
1144,Louisiana,Livingston Parish,138111,22063,1820383320.3833206,141621341.62134162,1678761978.7619786,8.226955443787896e-05
1145,Louisiana,Madison Parish,11472,22065,1685832685.8326857,68531468.53146854,1617301217.3012176,7.0932983152904995e-06
1146,Louisiana,Morehouse Parish,25992,22067,2087749287.7492878,28878528.878528878,2058870758.8707588,1.262439611034934e-05
1147,Louisiana,Natchitoches Parish,38963,22069,3364387464.3874645,121056721.05672106,3243330743.3307433,1.2013267558394889e-05
1148,Louisiana,Orleans Parish,389648,22071,907044807.044807,468246568.2465682,438798238.79823875,0.0008879889788690828
1149,Louisiana,Ouachita Parish,156075,22073,1636234136.2341363,55270655.270655274,1580963480.963481,9.872144542192953e-05
1150,Louisiana,Plaquemines Parish,23373,22075,6649054649.054648,4629085729.085729,2019968919.96892,1.1570970111935993e-05
1151,Louisiana,Pointe Coupee Parish,22158,22077,1529940429.9404302,86428386.42838642,1443537943.5379436,1.5349787027899884e-05
1152,Louisiana,Rapides Parish,131546,22079,3526702926.702927,113183113.18311319,3413519813.5198135,3.85367618137121e-05
1153,Louisiana,Red River Parish,8618,22081,1042061642.061642,34317534.31753432,1007744107.7441077,8.551774139659205e-06
1154,Louisiana,Richland Parish,20474,22083,1462108262.108262,14167314.167314166,1447915047.915048,1.4140332355466514e-05
1155,Louisiana,Sabine Parish,24088,22085,2620098420.09842,375446775.4467755,2244651644.6516447,1.0731286548358065e-05
1156,Louisiana,St. Bernard Parish,45694,22087,5589406889.40689,4611655011.655011,977777777.7777778,4.67325e-05
1157,Louisiana,St. Charles Parish,52724,22089,1063532763.5327635,340714840.71484077,722817922.8179228,7.294229754908987e-05
1158,Louisiana,St. Helena Parish,10411,22091,1060580160.5801606,2823102.8231028235,1057757057.7570577,9.842524730656221e-06
1159,Louisiana,St. James Parish,21357,22093,668117068.117068,42527842.52784253,625589225.5892255,3.413901506996771e-05
1160,Louisiana,St. John the Baptist Parish,43446,22095,900388500.3885003,348536648.5366485,551851851.8518518,7.872765100671141e-05
1161,Louisiana,St. Landry Parish,83449,22097,2431960631.960632,39109039.109039105,2392851592.851593,3.487428984283673e-05
1162,Louisiana,St. Martin Parish,53752,22099,2114711214.7112148,204195804.1958042,1910515410.5154104,2.8134816240764593e-05
1163,Louisiana,St. Mary Parish,51734,22101,2899300699.3006997,1460865060.8650608,1438435638.4356384,3.596546040548813e-05
1164,Louisiana,St. Tammany Parish,252093,22103,2911655011.6550117,721678321.6783216,2189976689.97669,0.00011511218414050027
1165,Louisiana,Tangipahoa Parish,130504,22105,2132271432.2714322,82854182.85418285,2049391349.3913493,6.367939439129501e-05
1166,Louisiana,Tensas Parish,4666,22107,1660683760.683761,99481999.48199947,1561201761.2017612,2.9887232489465474e-06
1167,Louisiana,Terrebonne Parish,112587,22109,5392566692.566693,2202175602.175602,3190391090.3910904,3.528940396652081e-05
1168,Louisiana,Union Parish,22475,22111,2344988344.988345,73581973.58197358,2271406371.4063716,9.89475079533404e-06
1169,Louisiana,Vermilion Parish,59867,22113,3993965293.965294,955374255.3742554,3038591038.5910387,1.970222357654279e-05
